index,bytes,skeleton_id,entry_count,types
1131,98,1,20,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2
1132,29,1,4,2 2 2 2
1133,102,1,20,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2
1134,101,1,18,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2
1135,68,1,8,2 2 2 2 2 2 2 2
1136,110,1,20,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2
1137,106,1,20,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2
1138,99,1,18,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2
1139,104,1,21,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2
1140,90,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1141,68,1,8,2 2 2 2 2 2 2 2
1142,72,1,9,2 2 2 2 2 2 2 2 2
1143,95,1,17,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2
1144,107,1,20,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2
1145,87,1,17,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2
1146,60,1,11,2 2 2 2 2 2 2 2 2 1 2
1147,102,1,20,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2
1148,107,1,21,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2
1149,106,1,21,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2
1150,74,1,10,2 2 2 2 2 2 2 2 2 2
1151,92,1,17,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2
1152,145,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1153,134,1,25,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1154,137,1,25,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1155,136,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1156,145,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1157,143,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1158,138,1,25,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1159,144,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1160,145,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1161,145,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1162,145,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1163,145,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1164,145,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1165,144,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1166,145,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1167,145,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1168,139,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1169,147,1,27,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1170,145,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1171,143,1,27,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1172,137,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1173,146,1,27,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1174,147,1,27,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1175,146,1,27,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1176,143,1,27,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1177,145,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1178,138,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2
1179,94,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1180,104,1,17,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1181,93,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1182,103,1,17,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1183,92,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1184,93,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1185,94,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1186,94,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1187,92,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1188,93,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1189,107,1,17,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1190,91,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1191,92,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1192,94,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1193,94,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1194,98,1,16,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1195,94,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1196,94,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1197,94,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1198,104,1,17,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1199,91,1,14,2 2 2 2 2 2 2 2 2 2 2 2 2 2
1200,95,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1201,95,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1202,94,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1203,107,1,17,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1204,92,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1205,98,1,16,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1206,105,1,17,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1207,103,1,17,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1208,93,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1209,92,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1210,93,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1211,93,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1212,92,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1213,92,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1214,92,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1215,94,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1216,107,1,17,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1217,148,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1218,148,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1219,143,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1220,146,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1221,150,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1222,149,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1223,144,1,29,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1224,143,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1225,144,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1226,148,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1227,143,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1228,150,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1229,151,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1230,144,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1231,144,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1232,146,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1233,151,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1234,149,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1235,145,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1236,150,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1237,142,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1238,141,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1239,147,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1240,147,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1241,149,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1242,148,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1243,138,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1244,144,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1245,143,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1246,151,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1247,142,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1248,149,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1249,139,1,25,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1250,142,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 1 2 2 2 2 2 2 2 2 1
1251,138,1,25,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1252,145,1,26,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1
1253,134,1,25,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1254,139,1,25,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1255,144,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 1
1256,142,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 1 2 2 2 2 2 2 2 2 1
1257,138,1,26,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1
1258,143,1,25,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1259,139,1,25,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1260,138,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1261,140,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1262,138,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1263,137,1,25,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1264,141,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1265,140,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1266,134,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1267,130,1,24,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1268,136,1,25,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1269,136,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1270,139,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1271,145,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2
1272,134,1,24,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1273,138,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2
1274,144,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1275,143,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2
1276,138,1,25,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1277,143,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2
1278,142,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2
1279,141,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1280,142,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2
1281,135,1,25,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1282,136,1,25,2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1283,132,1,24,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1284,140,1,25,2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1285,133,1,24,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1286,129,1,24,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1287,134,1,24,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1288,132,1,24,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1289,140,1,25,2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1290,134,1,25,2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1291,133,1,24,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1292,136,1,25,2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1293,134,1,25,2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1294,135,1,24,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1295,131,1,24,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1296,134,1,24,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1297,101,1,21,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1298,129,1,24,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1299,140,1,25,2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1300,129,1,24,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1301,137,1,25,2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1302,27,1,2,2 2
1303,119,1,23,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1304,118,1,22,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1305,135,1,25,2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1306,135,1,24,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1307,133,1,24,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1308,135,1,24,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1309,130,1,24,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1310,143,1,25,2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1311,137,1,25,2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1312,145,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1313,145,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1314,146,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1315,151,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1316,143,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1317,151,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1318,150,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1319,151,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1320,149,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1321,145,1,29,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1322,147,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1323,140,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1324,146,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1325,149,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1326,152,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1327,148,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1328,145,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1329,152,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1330,146,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1331,144,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1332,143,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1333,148,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1334,150,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1335,149,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1336,143,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1337,144,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1338,150,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1339,148,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1340,145,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1341,151,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1342,145,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1343,146,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1344,4,1,0,
1345,122,1,20,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1346,116,1,18,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1347,103,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1348,125,1,20,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1349,117,1,18,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1350,122,1,20,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1351,125,1,21,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1352,117,1,18,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1353,112,1,17,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1354,125,1,21,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1355,125,1,21,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1356,124,1,20,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1357,124,1,20,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1358,125,1,21,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1359,115,1,17,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1360,125,1,20,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1361,125,1,21,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1362,124,1,21,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1363,124,1,21,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1364,129,1,21,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1365,111,1,17,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1366,125,1,21,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1367,100,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1368,109,1,17,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1369,125,1,21,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1370,126,1,20,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1371,126,1,20,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1372,96,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1373,105,1,16,2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1374,98,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1375,141,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1376,138,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1377,129,1,27,2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2
1378,114,1,25,2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 1 2 2 2 2 2 2 1 2
1379,136,1,26,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1
1380,138,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2
1381,25,1,2,2 2
1382,130,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2
1383,140,1,26,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1
1384,140,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1385,141,1,26,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1
1386,108,1,18,2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 2 2 1
